policy,latency_ms,P_gt
SafeTail-2.0 (het),57.816086,0.11967669632547717
SafeTail-2.0 (het),58.017773,0.11723154248454803
SafeTail-2.0 (het),58.228351,0.11478638864361879
SafeTail-2.0 (het),58.467773,0.11234123480268965
SafeTail-2.0 (het),58.734503,0.10989608096176051
SafeTail-2.0 (het),59.028351,0.10745092712083137
SafeTail-2.0 (het),59.345423,0.10500577327990224
SafeTail-2.0 (het),59.65369,0.10256061943897299
SafeTail-2.0 (het),59.878351,0.10011546559804385
SafeTail-2.0 (het),60.178351,0.09767031175711471
SafeTail-2.0 (het),60.528351,0.09522515791618558
SafeTail-2.0 (het),61.070769,0.09278000407525644
SafeTail-2.0 (het),61.40369,0.09033485023432719
SafeTail-2.0 (het),61.788175,0.08788969639339805
SafeTail-2.0 (het),62.238093,0.08544454255246892
SafeTail-2.0 (het),62.678351,0.08299938871153978
SafeTail-2.0 (het),63.191615,0.08055423487061064
SafeTail-2.0 (het),63.917325,0.0781090810296815
SafeTail-2.0 (het),64.594936,0.07566392718875226
SafeTail-2.0 (het),65.25369,0.07321877334782312
SafeTail-2.0 (het),65.678351,0.07077361950689398
SafeTail-2.0 (het),66.25369,0.06832846566596484
SafeTail-2.0 (het),66.878351,0.0658833118250357
SafeTail-2.0 (het),67.864344,0.06343815798410646
SafeTail-2.0 (het),68.982709,0.06099300414317732
SafeTail-2.0 (het),70.128351,0.05854785030224818
SafeTail-2.0 (het),71.664344,0.056102696461319046
SafeTail-2.0 (het),72.928351,0.05365754262038991
SafeTail-2.0 (het),74.378351,0.05121238877946066
SafeTail-2.0 (het),76.326719,0.04876723493853152
SafeTail-2.0 (het),77.728351,0.046322081097602386
SafeTail-2.0 (het),79.621933,0.04387692725667325
SafeTail-2.0 (het),81.178351,0.04143177341574411
SafeTail-2.0 (het),83.414344,0.03898661957481486
SafeTail-2.0 (het),85.376719,0.036541465733885725
SafeTail-2.0 (het),87.300421,0.03409631189295659
SafeTail-2.0 (het),90.125915,0.03165115805202745
SafeTail-2.0 (het),92.814416,0.029206004211098313
SafeTail-2.0 (het),94.810933,0.026760850370169176
SafeTail-2.0 (het),97.092513,0.024315696529239927
SafeTail-2.0 (het),99.985208,0.02187054268831079
SafeTail-2.0 (het),102.812622,0.019425388847381653
SafeTail-2.0 (het),105.689957,0.016980235006452515
SafeTail-2.0 (het),108.539957,0.014535081165523378
SafeTail-2.0 (het),112.448415,0.01208992732459413
SafeTail-2.0 (het),116.501712,0.009644773483664992
SafeTail-2.0 (het),122.029849,0.007199619642735855
SafeTail-2.0 (het),129.837181,0.004754465801806718
SafeTail-2.0 (het),142.085393,0.0023093119608775803
MinLoad-1,24.385393,0.9999320790599742
MinLoad-1,25.185393,0.997486925219045
MinLoad-1,25.385393,0.9950417713781159
MinLoad-1,25.585393,0.9925966175371868
MinLoad-1,25.735393,0.9901514636962575
MinLoad-1,25.885393,0.9877063098553284
MinLoad-1,26.035393,0.9852611560143992
MinLoad-1,26.179849,0.9828160021734701
MinLoad-1,26.285393,0.980370848332541
MinLoad-1,26.385393,0.9779256944916117
MinLoad-1,26.485393,0.9754805406506826
MinLoad-1,26.629849,0.9730353868097534
MinLoad-1,26.685393,0.9705902329688243
MinLoad-1,26.785393,0.9681450791278952
MinLoad-1,26.835393,0.965699925286966
MinLoad-1,26.929849,0.9632547714460368
MinLoad-1,26.985393,0.9608096176051076
MinLoad-1,27.079849,0.9583644637641785
MinLoad-1,27.135393,0.9559193099232494
MinLoad-1,27.185393,0.9534741560823202
MinLoad-1,27.279849,0.951029002241391
MinLoad-1,27.335393,0.9485838484004618
MinLoad-1,27.429849,0.9461386945595327
MinLoad-1,27.485393,0.9436935407186036
MinLoad-1,27.579849,0.9412483868776744
MinLoad-1,27.635393,0.9388032330367452
MinLoad-1,27.729849,0.936358079195816
MinLoad-1,27.785393,0.9339129253548869
MinLoad-1,27.879849,0.9314677715139578
MinLoad-1,27.929849,0.9290226176730286
MinLoad-1,27.979849,0.9265774638320994
MinLoad-1,28.035393,0.9241323099911702
MinLoad-1,28.129849,0.9216871561502411
MinLoad-1,28.179849,0.919242002309312
MinLoad-1,28.235393,0.9167968484683828
MinLoad-1,28.285393,0.9143516946274537
MinLoad-1,28.335393,0.9119065407865244
MinLoad-1,28.435393,0.9094613869455953
MinLoad-1,28.529849,0.9070162331046662
MinLoad-1,28.535393,0.904571079263737
MinLoad-1,28.629849,0.9021259254228079
MinLoad-1,28.729849,0.8996807715818786
MinLoad-1,28.779849,0.8972356177409495
MinLoad-1,28.829849,0.8947904639000204
MinLoad-1,28.885393,0.8923453100590912
MinLoad-1,28.935393,0.8899001562181621
MinLoad-1,28.985393,0.887455002377233
MinLoad-1,29.035393,0.8850098485363037
MinLoad-1,29.085393,0.8825646946953746
MinLoad-1,29.135393,0.8801195408544454
MinLoad-1,29.235393,0.8776743870135163
MinLoad-1,29.329849,0.875229233172587
MinLoad-1,29.379849,0.8727840793316579
MinLoad-1,29.435393,0.8703389254907288
MinLoad-1,29.485393,0.8678937716497996
MinLoad-1,29.585393,0.8654486178088705
MinLoad-1,29.679849,0.8630034639679414
MinLoad-1,29.729849,0.8605583101270122
MinLoad-1,29.785393,0.858113156286083
MinLoad-1,29.879849,0.8556680024451538
MinLoad-1,29.979849,0.8532228486042247
MinLoad-1,30.029849,0.8507776947632955
MinLoad-1,30.129849,0.8483325409223663
MinLoad-1,30.179849,0.8458873870814372
MinLoad-1,30.229849,0.843442233240508
MinLoad-1,30.279849,0.8409970793995789
