episode,step,reward
0,1,0.506026
0,2,0.522633
0,3,0.459724
0,4,0.444817
0,5,0.441536
0,6,0.462948
0,7,0.463063
0,8,0.450329
0,9,0.457983
0,10,0.499223
0,11,0.456623
0,12,0.451557
0,13,0.448681
0,14,0.491609
0,15,0.495759
1,1,0.493080
1,2,0.371766
1,3,0.457873
1,4,0.452949
1,5,0.446073
1,6,0.496421
1,7,0.521774
1,8,0.526980
1,9,0.456875
1,10,0.450156
1,11,0.450960
1,12,0.442249
1,13,0.491077
1,14,0.458879
1,15,0.451012
2,1,0.461179
2,2,0.491363
2,3,0.495476
2,4,0.496084
2,5,0.530685
2,6,0.456875
2,7,0.456231
2,8,0.448783
2,9,0.504515
2,10,0.528557
2,11,0.523019
2,12,0.518909
2,13,0.459224
2,14,0.469738
2,15,0.451019
3,1,0.456592
3,2,0.465671
3,3,0.445918
3,4,0.454483
3,5,0.456771
3,6,0.445839
3,7,0.452472
3,8,0.496485
3,9,0.458077
3,10,0.444817
3,11,0.445523
3,12,0.457117
3,13,0.458317
3,14,0.490113
3,15,0.497137
4,1,0.532694
4,2,0.525808
4,3,0.531865
4,4,0.527424
4,5,0.522741
4,6,0.527162
4,7,0.464390
4,8,0.449109
4,9,0.449661
4,10,0.487512
4,11,0.501659
4,12,0.529837
4,13,0.456361
4,14,0.449065
4,15,0.455457
5,1,0.493333
5,2,0.521666
5,3,0.522007
5,4,0.460480
5,5,0.450117
5,6,0.449878
5,7,0.458783
5,8,0.486453
5,9,0.458771
5,10,0.455835
5,11,0.463186
5,12,0.457163
5,13,0.456737
5,14,0.446715
5,15,0.457061
6,1,0.450117
6,2,0.458915
6,3,0.465802
6,4,0.503109
6,5,0.501034
6,6,0.530607
6,7,0.521458
6,8,0.527064
6,9,0.525223
6,10,0.529250
6,11,0.525354
6,12,0.531055
6,13,0.457599
6,14,0.449349
6,15,0.455462
7,1,0.467287
7,2,0.448666
7,3,0.465287
7,4,0.452747
7,5,0.452107
7,6,0.448551
