episode,step,reward
0,1,0.475183
0,2,0.361690
0,3,0.486066
0,4,0.484157
0,5,0.508453
0,6,0.438214
0,7,0.547988
0,8,0.496497
0,9,0.486625
0,10,0.534946
0,11,0.465778
0,12,0.499687
0,13,0.574110
0,14,0.504218
0,15,0.485208
1,1,0.479353
1,2,0.555991
1,3,0.474079
1,4,0.547988
1,5,0.539262
1,6,0.478456
1,7,0.441839
1,8,0.485729
1,9,0.533129
1,10,0.535135
1,11,0.456706
1,12,0.465097
1,13,0.495007
1,14,0.492985
1,15,0.447157
2,1,0.478755
2,2,0.455255
2,3,0.574110
2,4,0.523651
2,5,0.484081
2,6,0.562031
2,7,0.533149
2,8,0.464694
2,9,0.509753
2,10,0.451392
2,11,0.503338
2,12,0.532282
2,13,0.509219
2,14,0.557947
2,15,0.536505
3,1,0.534846
3,2,0.539334
3,3,0.575457
3,4,0.504787
3,5,0.534607
3,6,0.454940
3,7,0.502367
3,8,0.484374
3,9,0.576623
3,10,0.528786
3,11,0.520984
3,12,0.550841
3,13,0.343826
3,14,0.455031
3,15,0.466943
4,1,0.488203
4,2,0.532333
4,3,0.448606
4,4,0.441323
4,5,0.459268
4,6,0.429783
4,7,0.500525
4,8,0.453562
4,9,0.491282
4,10,0.464209
4,11,0.486625
4,12,0.528651
4,13,0.518001
4,14,0.525536
4,15,0.458592
5,1,0.497231
5,2,0.533703
5,3,0.506124
5,4,0.434260
5,5,0.250131
5,6,0.506369
5,7,0.492090
5,8,0.525622
5,9,0.505143
5,10,0.464046
5,11,0.477352
5,12,0.574110
5,13,0.458896
5,14,0.486625
5,15,0.485829
6,1,0.507952
6,2,0.479841
6,3,0.478279
6,4,0.469529
6,5,0.523915
6,6,0.576905
6,7,0.434096
6,8,0.453878
6,9,0.520477
6,10,0.454987
6,11,0.511180
6,12,0.502631
6,13,0.534766
6,14,0.504207
6,15,0.457129
7,1,0.341083
7,2,0.440360
7,3,0.443143
7,4,0.484983
7,5,0.464575
7,6,0.452244
7,7,0.464743
7,8,0.478874
7,9,0.542578
7,10,0.532282
7,11,0.551110
7,12,0.474233
7,13,0.497013
7,14,0.471827
7,15,0.540239
8,1,0.509314
8,2,0.479895
8,3,0.535909
8,4,0.549259
8,5,0.535890
8,6,0.461117
8,7,0.504464
8,8,0.455614
8,9,0.445859
8,10,0.501076
8,11,0.471671
8,12,0.457971
8,13,0.480839
8,14,0.546563
8,15,0.524478
9,1,0.459874
9,2,0.512273
9,3,0.506369
9,4,0.508728
9,5,0.470092
9,6,0.454104
9,7,0.474019
