request_id,request_type,contention_str,computation_delay,propagation_delay,transmission_delay,queueing_delay,total_latency,message_size_kb,end_to_end_latency
73,d,d,0.002386,0.028000,0.018500,95.096924,48.886326,13.0,143.983250
74,p,p,0.004020,0.007850,0.019200,131.802002,31.070020,20.0,162.872022
75,d,d,0.002386,0.013900,0.021500,14.514648,37.786326,8.0,52.300975
76,d,d,0.002386,0.004550,0.018500,32.668457,25.436326,19.0,58.104783
77,s,sd,0.018668,0.007500,0.018500,48.787109,44.667773,55.0,93.454882
78,s,s,0.023128,0.005350,0.020000,65.317871,48.478351,49.0,113.796222
79,d,ds,0.002343,0.004350,0.020000,81.965332,26.692696,15.0,108.658028
80,d,dds,0.002685,0.027650,0.019200,9.514648,49.535303,21.0,59.049951
81,d,d,0.002386,0.009450,0.021500,28.528564,33.336326,18.0,61.864891
82,s,sds,0.018566,0.034350,0.018500,46.565186,71.416086,52.0,117.981272
83,s,ss,0.018821,0.015400,0.020000,61.077148,54.220769,42.0,115.297917
84,p,ps,0.004022,0.024800,0.018500,96.592529,47.321770,9.0,143.914299
85,p,ps,0.004022,0.088950,0.018500,23.115479,111.471770,15.0,134.587249
86,p,p,0.004020,0.016750,0.018500,51.167236,39.270020,5.0,90.437256
87,s,s,0.023128,0.024300,0.021500,71.153076,68.928351,33.0,140.081427
88,d,dsps,0.002950,0.010650,0.022000,86.670898,35.600186,5.0,122.271085
89,p,p,0.004020,0.005600,0.022000,120.838623,31.620020,22.0,152.458643
90,p,p,0.004020,0.012100,0.022000,31.521973,38.120020,13.0,69.641993
91,p,p,0.004020,0.004800,0.020000,76.740234,28.820020,4.0,105.560254
92,p,p,0.004020,0.006750,0.021500,109.867188,32.270020,12.0,142.137207
93,p,p,0.004020,0.109000,0.020000,154.387695,133.020020,21.0,287.407715
94,d,d,0.002386,0.015150,0.020000,174.899902,37.536326,21.0,212.436229
95,d,ddp,0.002502,0.056950,0.020000,13.494873,79.451721,5.0,92.946594
96,d,d,0.002386,0.004550,0.021500,32.031494,28.436326,18.0,60.467820
97,p,p,0.004020,0.005450,0.019200,66.071777,28.670020,22.0,94.741797
98,s,sp,0.018754,0.005900,0.018500,103.388916,43.153690,52.0,146.542606
99,d,d,0.002386,0.004700,0.019200,121.904541,26.286326,12.0,148.190867
100,s,ssp,0.018787,0.051900,0.022000,10.007568,92.687195,57.0,102.694764
101,d,d,0.002386,0.014200,0.021500,28.015625,38.086326,5.0,66.101951
102,p,p,0.004020,0.009450,0.018500,64.790283,31.970020,6.0,96.760303
103,s,sds,0.018566,0.085550,0.020000,92.814453,124.116086,57.0,216.930539
104,p,p,0.004020,0.011450,0.021500,125.590332,36.970020,23.0,162.560352
105,s,sp,0.018754,0.094350,0.018500,12.838135,131.603690,40.0,144.441825
106,s,s,0.023128,0.005700,0.018500,29.895996,47.328351,38.0,77.224347
107,s,ss,0.018821,0.048550,0.019200,51.407715,86.570769,23.0,137.978484
108,s,ss,0.018821,0.004400,0.019200,66.930908,42.420769,38.0,109.351677
109,s,ssssp,0.018675,0.090100,0.021500,82.960938,130.275424,27.0,213.236361
110,d,ds,0.002343,0.009500,0.019200,13.532959,31.042696,4.0,44.575655
111,s,sds,0.018566,0.007500,0.018500,31.043701,44.566086,53.0,75.609787
112,s,ss,0.018821,0.020700,0.019200,47.047119,58.720769,59.0,105.767888
113,p,ps,0.004022,0.004450,0.022000,72.066406,30.471770,9.0,102.538176
114,s,sp,0.018754,0.005750,0.018500,94.604736,43.003690,17.0,137.608427
115,s,ss,0.018821,0.015700,0.022000,12.570068,56.520769,61.0,69.090837
116,p,p,0.004020,0.004900,0.022000,48.610596,30.920020,4.0,79.530616
117,p,pp,0.004022,0.007250,0.020000,109.041504,31.271770,16.0,140.313274
118,p,p,0.004020,0.057550,0.022000,148.111816,83.570020,7.0,231.681836
119,d,d,0.002386,0.004500,0.022000,169.270264,28.886326,18.0,198.156590
120,d,dd,0.002426,0.006500,0.021500,12.007080,30.425904,14.0,42.432984
121,d,dd,0.002426,0.037100,0.018500,29.580811,58.025904,7.0,87.606714
122,p,p,0.004020,0.005200,0.022000,55.618896,31.220020,12.0,86.838916
123,s,sp,0.018754,0.020600,0.022000,84.214600,61.353690,37.0,145.568290
124,d,ds,0.002343,0.014500,0.022000,99.732422,38.842696,20.0,138.575117
125,s,sds,0.018566,0.009750,0.021500,13.003662,49.816086,57.0,62.819748
126,s,sss,0.019288,0.034600,0.022000,36.580566,75.888093,49.0,112.468659
127,p,ps,0.004022,0.010650,0.019200,70.107666,33.871770,23.0,103.979436
128,d,dpss,0.002761,0.062250,0.019200,98.138184,84.210643,10.0,182.348827
129,p,p,0.004020,0.076100,0.021500,126.165039,101.620020,16.0,227.785059
130,d,d,0.002386,0.005650,0.022000,12.616699,30.036326,23.0,42.653025
131,p,p,0.004020,0.004200,0.019200,49.196045,27.420020,7.0,76.616065
132,p,p,0.004020,0.004700,0.020000,92.232910,28.720020,21.0,120.952930
133,p,p,0.004020,0.013050,0.019200,138.844971,36.270020,14.0,175.114991
134,s,s,0.023128,0.004200,0.022000,161.861816,49.328351,59.0,211.190167
135,p,p,0.004020,0.019650,0.018500,25.019287,42.170020,8.0,67.189307
136,s,sp,0.018754,0.043750,0.020000,57.537354,82.503690,44.0,140.041044
137,p,ps,0.004022,0.020750,0.021500,95.697021,46.271770,15.0,141.968791
138,d,d,0.002386,0.004800,0.020000,119.242432,27.186326,19.0,146.428758
139,d,dd,0.002426,0.004050,0.020000,142.770264,26.475904,8.0,169.246167
140,s,sd,0.018668,0.004850,0.022000,11.510254,45.517773,39.0,57.028027
141,d,dss,0.002842,0.034250,0.019200,39.953857,56.291765,15.0,96.245623
142,d,d,0.002386,0.006050,0.018500,61.997559,26.936326,18.0,88.933885
143,p,ps,0.004022,0.052150,0.019200,98.848389,75.371770,18.0,174.220159
144,d,d,0.002386,0.005600,0.022000,134.406494,29.986326,14.0,164.392820
145,p,ppd,0.004022,0.040200,0.019200,30.035156,63.421770,6.0,93.456926
146,s,s,0.023128,0.004900,0.021500,50.066650,49.528351,25.0,99.595001
147,p,ps,0.004022,0.004950,0.018500,93.104248,27.471770,24.0,120.576018
148,d,dp,0.002465,0.084500,0.022000,125.023193,108.964527,22.0,233.987721
149,p,p,0.004020,0.007500,0.019200,161.180420,30.720020,6.0,191.900440
150,s,s,0.023128,0.005600,0.021500,10.041016,50.228351,31.0,60.269367
151,d,ds,0.002343,0.004600,0.020000,29.069580,26.942696,8.0,56.012276
152,d,dds,0.002685,0.003850,0.018500,53.039062,25.035303,9.0,78.074366
153,d,ddds,0.002761,0.053150,0.020000,74.556885,75.910643,11.0,150.467528
154,d,d,0.002386,0.012100,0.021500,95.090820,35.986326,13.0,131.077146
155,p,p,0.004020,0.004900,0.022000,32.330566,30.920020,16.0,63.250586
156,d,dddd,0.002611,0.068250,0.019200,50.335938,90.061393,16.0,140.397331
157,d,d,0.002386,0.006050,0.018500,63.957275,26.936326,20.0,90.893602
158,p,p,0.004020,0.025050,0.022000,95.474609,51.070020,22.0,146.544629
159,s,s,0.023128,0.004750,0.018500,125.523926,46.378351,28.0,171.902277
160,s,ss,0.018821,0.086350,0.022000,13.020264,127.170769,54.0,140.191033
161,d,d,0.002386,0.015950,0.019200,32.052246,37.536326,12.0,69.588572
162,p,p,0.004020,0.004700,0.020000,63.056885,28.720020,10.0,91.776905
163,p,ps,0.004022,0.018750,0.019200,109.317627,41.971770,10.0,151.289397
164,p,pd,0.004022,0.051000,0.022000,158.057617,77.021770,9.0,235.079387
165,d,d,0.002386,0.004600,0.018500,9.024170,25.486326,16.0,34.510496
166,p,pd,0.004022,0.016500,0.020000,41.026123,40.521770,14.0,81.547893
167,d,dp,0.002465,0.012000,0.020000,56.055664,34.464527,4.0,90.520192
168,s,sd,0.018668,0.011100,0.022000,76.600342,51.767773,52.0,128.368115
169,s,s,0.023128,0.005150,0.019200,95.630371,47.478351,46.0,143.108722
170,d,d,0.002386,0.011100,0.020000,12.527832,33.486326,14.0,46.014158
171,d,ds,0.002343,0.004650,0.020000,31.523438,26.992696,24.0,58.516133
172,s,sd,0.018668,0.003900,0.022000,48.984131,44.567773,36.0,93.551904
173,s,ss,0.018821,0.005050,0.022000,70.623291,45.870769,25.0,116.494060
174,p,psd,0.004022,0.051850,0.018500,106.456543,74.371770,21.0,180.828313
175,d,d,0.002386,0.005050,0.019200,14.920898,26.636326,4.0,41.557225
176,d,dd,0.002426,0.009300,0.021500,39.580078,33.225904,22.0,72.805982
177,d,d,0.002386,0.006400,0.020000,60.305908,28.786326,14.0,89.092234
178,d,dd,0.002426,0.004450,0.019200,80.853516,26.075904,23.0,106.929419
179,s,sd,0.018668,0.010550,0.019200,102.374023,48.417773,52.0,150.791796
180,p,p,0.004020,0.009850,0.020000,23.639648,33.870020,6.0,57.509668
181,d,dp,0.002465,0.004950,0.021500,48.657715,28.914527,7.0,77.572242
182,p,p,0.004020,0.017750,0.022000,80.697754,43.770020,15.0,124.467774
183,d,dp,0.002465,0.005700,0.018500,105.963623,26.664527,23.0,132.628151
184,d,d,0.002386,0.005250,0.020000,133.250732,27.636326,6.0,160.887059
185,p,pd,0.004022,0.007050,0.022000,30.942627,33.071770,9.0,64.014397
186,s,sp,0.018754,0.012100,0.018500,55.945557,49.353690,56.0,105.299247
187,s,ss,0.018821,0.006200,0.022000,74.596924,47.020769,59.0,121.617693
188,d,d,0.002386,0.004550,0.022000,91.147949,28.936326,20.0,120.084275
189,s,sds,0.018566,0.012350,0.021500,112.188965,52.416086,47.0,164.605051
190,d,d,0.002386,0.006500,0.021500,13.515869,30.386326,23.0,43.902195
191,p,p,0.004020,0.004700,0.020000,56.155518,28.720020,18.0,84.875538
192,d,dp,0.002465,0.004800,0.019200,84.052734,26.464527,22.0,110.517262
193,d,dd,0.002426,0.015400,0.022000,104.308594,39.825904,20.0,144.134497
194,s,s,0.023128,0.014800,0.020000,122.840088,57.928351,26.0,180.768439
195,p,p,0.004020,0.005100,0.022000,23.075195,31.120020,8.0,54.195215
196,d,d,0.002386,0.059300,0.019200,54.828125,80.886326,6.0,135.714451
197,d,d,0.002386,0.007000,0.021500,71.638184,30.886326,20.0,102.524510
198,d,dp,0.002465,0.044800,0.020000,92.416748,67.264527,21.0,159.681276
199,p,p,0.004020,0.008250,0.019200,128.477539,31.470020,23.0,159.947559
200,d,dp,0.002465,0.005000,0.021500,9.511230,28.964527,14.0,38.475758
201,s,sdp,0.018492,0.054850,0.022000,29.543701,95.341971,27.0,124.885672
202,p,p,0.004020,0.005750,0.019200,66.076660,28.970020,6.0,95.046680
203,s,s,0.023128,0.004800,0.022000,99.474365,49.928351,27.0,149.402716
204,d,ds,0.002343,0.091550,0.018500,118.478271,112.392696,5.0,230.870967
205,s,ss,0.018821,0.003800,0.021500,13.521973,44.120769,61.0,57.642742
206,s,ss,0.018821,0.004400,0.021500,32.283203,44.720769,54.0,77.003972
207,d,dss,0.002842,0.007050,0.020000,51.171387,29.891765,7.0,81.063152
208,s,sd,0.018668,0.012200,0.021500,75.870361,52.367773,22.0,128.238134
209,p,p,0.004020,0.005400,0.018500,115.910400,27.920020,17.0,143.830420
210,p,p,0.004020,0.009550,0.021500,25.837646,35.070020,18.0,60.907666
211,s,s,0.023128,0.004850,0.021500,61.617676,49.478351,32.0,111.096027
212,d,ds,0.002343,0.005200,0.020000,81.148438,27.542696,14.0,108.691133
213,p,p,0.004020,0.009500,0.020000,112.628906,33.520020,12.0,146.148926
214,d,dp,0.002465,0.005900,0.022000,135.659912,30.364527,13.0,166.024440
215,d,d,0.002386,0.009450,0.021500,14.517090,33.336326,23.0,47.853416
216,s,sd,0.018668,0.017200,0.020000,38.047119,55.867773,35.0,93.914892
217,s,s,0.023128,0.010650,0.021500,58.583496,55.278351,48.0,113.861847
218,s,sss,0.019288,0.015250,0.019200,72.627197,53.738093,25.0,126.365290
219,s,sdp,0.018492,0.143650,0.020000,86.146240,182.141971,37.0,268.288211
220,s,s,0.023128,0.006150,0.021500,13.520508,50.778351,47.0,64.298859
221,s,sss,0.019288,0.036450,0.022000,28.063721,77.738093,22.0,105.801814
222,d,dss,0.002842,0.071450,0.018500,45.138428,92.791765,22.0,137.930193
223,d,d,0.002386,0.011600,0.018500,58.152832,32.486326,18.0,90.639158
224,d,dddss,0.002314,0.061150,0.021500,73.028564,84.964383,14.0,157.992948
225,s,s,0.023128,0.006050,0.021500,11.389160,50.678351,44.0,62.067511
226,d,d,0.002386,0.011750,0.018500,26.440674,32.636326,4.0,59.077000
227,p,ps,0.004022,0.008600,0.019200,54.868408,31.821770,8.0,86.690178
228,s,sp,0.018754,0.004200,0.019200,74.240479,42.153690,20.0,116.394169
229,d,ds,0.002343,0.005550,0.022000,88.474121,29.892696,24.0,118.366817
230,p,p,0.004020,0.004750,0.018500,22.042480,27.270020,7.0,49.312500
231,s,sp,0.018754,0.034500,0.018500,47.332031,71.753690,40.0,119.085722
232,p,p,0.004020,0.017450,0.018500,83.568604,39.970020,8.0,123.538624
233,p,p,0.004020,0.010650,0.021500,128.293457,36.170020,22.0,164.463477
234,d,dp,0.002465,0.012050,0.021500,150.320312,36.014527,10.0,186.334840
235,p,p,0.004020,0.004850,0.018500,20.066406,27.370020,13.0,47.436426
236,s,spdp,0.017821,0.073950,0.021500,46.863770,113.270882,41.0,160.134651
237,s,s,0.023128,0.011800,0.019200,62.400635,54.128351,45.0,116.528986
238,s,ss,0.018821,0.009150,0.018500,81.937012,46.470769,24.0,128.407781
239,p,p,0.004020,0.004650,0.020000,110.069580,28.670020,14.0,138.739600
240,p,p,0.004020,0.009550,0.019200,27.796143,32.770020,24.0,60.566163
241,p,pp,0.004022,0.006400,0.022000,57.655029,32.421770,20.0,90.076799
242,s,sp,0.018754,0.004900,0.022000,86.180664,45.653690,48.0,131.834355
243,p,psp,0.004022,0.091500,0.022000,125.106201,117.521770,23.0,242.627971
244,s,ss,0.018821,0.051250,0.022000,145.630127,92.070769,59.0,237.700896
245,d,d,0.002386,0.012900,0.020000,12.041992,35.286326,9.0,47.328318
246,d,ddsps,0.002340,0.084250,0.018500,29.049805,105.090371,17.0,134.140176
247,p,p,0.004020,0.004800,0.022000,66.730957,30.820020,4.0,97.550977
248,p,p,0.004020,0.006650,0.021500,92.259766,32.170020,8.0,124.429786
249,s,sp,0.018754,0.009500,0.018500,120.025146,46.753690,48.0,166.778837
250,s,ss,0.018821,0.004800,0.020000,14.044922,43.620769,47.0,57.665691
251,p,ps,0.004022,0.004900,0.018500,53.693604,27.421770,11.0,81.115374
252,d,dp,0.002465,0.004350,0.018500,74.711914,25.314527,22.0,100.026442
253,d,ddps,0.002746,0.022550,0.021500,94.333496,46.795742,11.0,141.129238
254,s,s,0.023128,0.003850,0.018500,110.849609,45.478351,46.0,156.327960
255,s,s,0.023128,0.020150,0.020000,14.123535,63.278351,24.0,77.401886
256,s,s,0.023128,0.005200,0.018500,32.669922,46.828351,18.0,79.498273
257,d,ds,0.002343,0.005250,0.020000,48.184814,27.592696,21.0,75.777510
258,s,sds,0.018566,0.011400,0.021500,66.182373,51.466086,53.0,117.648459
259,d,d,0.002386,0.004200,0.018500,85.409424,25.086326,23.0,110.495750
260,s,sd,0.018668,0.004350,0.022000,11.654785,45.017773,49.0,56.672558
261,d,dssd,0.002931,0.068150,0.019200,30.367920,90.281291,4.0,120.649211
262,p,p,0.004020,0.005100,0.018500,67.403320,27.620020,11.0,95.023340
263,p,p,0.004020,0.004400,0.022000,110.369629,30.420020,20.0,140.789649
264,p,p,0.004020,0.004500,0.022000,157.915283,30.520020,12.0,188.435303
265,s,sp,0.018754,0.004100,0.022000,12.527588,44.853690,38.0,57.381278
266,d,ds,0.002343,0.004550,0.021500,29.047119,28.392696,13.0,57.439815
267,d,dd,0.002426,0.013300,0.020000,50.589355,35.725904,12.0,86.315259
268,p,p,0.004020,0.005500,0.018500,90.520996,28.020020,4.0,118.541016
269,p,p,0.004020,0.005500,0.021500,131.833008,31.020020,9.0,162.853028
270,s,s,0.023128,0.004600,0.019200,9.529541,46.928351,26.0,56.457892
271,p,ps,0.004022,0.004950,0.021500,42.506104,30.471770,7.0,72.977874
272,d,dp,0.002465,0.007100,0.019200,68.529053,28.764527,23.0,97.293580
273,p,p,0.004020,0.006000,0.020000,102.579834,30.020020,9.0,132.599854
274,d,d,0.002386,0.016300,0.019200,129.635254,37.886326,16.0,167.521580
275,s,sd,0.018668,0.009050,0.018500,13.911377,46.217773,49.0,60.129150
276,p,psd,0.004022,0.052000,0.022000,45.115479,78.021770,17.0,123.137249
277,s,s,0.023128,0.004200,0.020000,62.642822,47.328351,35.0,109.971173
278,p,ps,0.004022,0.015050,0.019200,90.238770,38.271770,9.0,128.510540
279,s,s,0.023128,0.008400,0.022000,113.760254,53.528351,64.0,167.288605
280,s,sps,0.018360,0.049900,0.019200,15.004639,87.460251,55.0,102.464890
281,d,d,0.002386,0.010100,0.019200,30.533447,31.686326,10.0,62.219773
282,s,ss,0.018821,0.004950,0.020000,45.565430,43.770769,36.0,89.336199
283,d,ds,0.002343,0.024300,0.018500,65.385254,45.142696,21.0,110.527949
284,p,p,0.004020,0.005150,0.021500,104.668457,30.670020,8.0,135.338477
285,s,s,0.023128,0.012100,0.021500,11.455322,56.728351,41.0,68.183673
286,d,ds,0.002343,0.054950,0.022000,30.463379,79.292696,18.0,109.756074
287,s,s,0.023128,0.004900,0.019200,48.386719,47.228351,31.0,95.615070
288,s,ssds,0.018930,0.015950,0.019200,67.454102,54.080221,64.0,121.534322
289,s,sssd,0.017999,0.013300,0.018500,87.461182,49.798568,25.0,137.259750
290,s,ss,0.018821,0.008200,0.019200,12.008301,46.220769,17.0,58.229070
291,d,dss,0.002842,0.006200,0.018500,30.532471,27.541765,9.0,58.074236
292,s,s,0.023128,0.004650,0.021500,50.885498,49.278351,42.0,100.163849
293,p,ps,0.004022,0.012000,0.020000,82.917969,36.021770,14.0,118.939739
294,p,p,0.004020,0.004400,0.018500,122.384521,26.920020,16.0,149.304541
295,p,p,0.004020,0.003900,0.021500,32.992432,29.420020,12.0,62.412452
296,s,s,0.023128,0.035550,0.019200,61.205078,77.878351,63.0,139.083429
297,d,dp,0.002465,0.128600,0.020000,77.215332,151.064527,5.0,228.279859
298,p,p,0.004020,0.004800,0.021500,101.683105,30.320020,12.0,132.003125
299,s,s,0.023128,0.020900,0.021500,140.239990,65.528351,61.0,205.768341
300,s,s,0.023128,0.004550,0.022000,14.523193,49.678351,55.0,64.201544
301,d,ds,0.002343,0.006950,0.019200,29.540039,28.492696,5.0,58.032735
302,s,sds,0.018566,0.054600,0.020000,46.073242,93.166086,38.0,139.239329
303,d,dd,0.002426,0.027450,0.021500,61.887451,51.375904,18.0,113.263355
304,s,sds,0.018566,0.023000,0.022000,83.416504,63.566086,35.0,146.982590
305,s,s,0.023128,0.006400,0.018500,11.125488,48.028351,53.0,59.153839
306,s,ss,0.018821,0.005200,0.018500,29.646240,42.520769,58.0,72.167009
307,d,dss,0.002842,0.005500,0.022000,53.267578,30.341765,13.0,83.609343
308,d,dds,0.002685,0.006000,0.019200,71.105957,27.885303,6.0,98.991260
309,s,sd,0.018668,0.006700,0.020000,92.150146,45.367773,62.0,137.517919
310,d,d,0.002386,0.010800,0.020000,17.032959,33.186326,10.0,50.219285
311,d,dd,0.002426,0.031850,0.022000,43.044189,56.275904,23.0,99.320093
312,d,dd,0.002426,0.006750,0.020000,64.083496,29.175904,10.0,93.259400
313,d,dd,0.002426,0.116750,0.019200,85.612305,138.375904,20.0,223.988208
314,p,p,0.004020,0.004650,0.020000,121.645264,28.670020,20.0,150.315284
315,d,d,0.002386,0.005300,0.021500,13.056641,29.186326,5.0,42.242967
316,p,p,0.004020,0.005300,0.020000,83.141602,29.320020,9.0,112.461622
317,p,p,0.004020,0.004550,0.022000,119.530518,30.570020,6.0,150.100538
318,d,d,0.002386,0.003850,0.019200,151.059814,25.436326,17.0,176.496141
319,d,d,0.002386,0.020700,0.021500,169.581055,44.586326,8.0,214.167381
320,d,d,0.002386,0.005850,0.020000,11.005615,28.236326,4.0,39.241941
321,d,dd,0.002426,0.004900,0.021500,32.808838,28.825904,24.0,61.634742
322,s,sd,0.018668,0.004150,0.021500,55.187500,44.317773,52.0,99.505273
323,p,ps,0.004022,0.004500,0.018500,87.237793,27.021770,10.0,114.259563
324,d,d,0.002386,0.004900,0.019200,133.447754,26.486326,8.0,159.934080
325,p,pp,0.004022,0.097900,0.022000,25.540039,123.921770,18.0,149.461809
326,d,dd,0.002426,0.011450,0.018500,44.196777,32.375904,12.0,76.572681
327,s,sdd,0.018511,0.015550,0.021500,61.406494,55.560933,48.0,116.967427
328,d,d,0.002386,0.004750,0.018500,83.958496,25.636326,8.0,109.594822
329,d,dd,0.002426,0.004300,0.022000,100.198242,28.725904,14.0,128.924146
330,d,d,0.002386,0.011650,0.021500,10.629150,35.536326,13.0,46.165477
331,d,d,0.002386,0.005750,0.018500,29.157959,26.636326,21.0,55.794285
332,p,p,0.004020,0.005100,0.022000,60.195557,31.120020,15.0,91.315577
333,s,sp,0.018754,0.004850,0.020000,91.041992,43.603690,62.0,134.645683
334,s,ss,0.018821,0.005150,0.021500,113.320312,45.470769,37.0,158.791081
335,p,pss,0.004434,0.081450,0.021500,27.523682,107.384040,14.0,134.907722
336,d,dpss,0.002761,0.036300,0.021500,52.169678,60.560643,18.0,112.730321
337,s,sdp,0.018492,0.061950,0.019200,64.693604,99.641971,45.0,164.335574
338,p,p,0.004020,0.004400,0.018500,101.418701,26.920020,22.0,128.338721
339,d,d,0.002386,0.035850,0.019200,130.086914,57.436326,22.0,187.523240
340,d,d,0.002386,0.006000,0.018500,11.011963,26.886326,24.0,37.898289
