episode,step,reward
0,1,0.506026
0,2,0.528195
0,3,0.463928
0,4,0.469030
0,5,0.505144
0,6,0.455683
0,7,0.450295
0,8,0.454859
0,9,0.499863
0,10,0.530892
0,11,0.522819
0,12,0.532687
0,13,0.527977
0,14,0.522507
0,15,0.523168
1,1,0.493080
1,2,0.527385
1,3,0.532330
1,4,0.458401
1,5,0.449349
1,6,0.448899
1,7,0.495786
1,8,0.496045
1,9,0.456075
1,10,0.446184
1,11,0.442876
1,12,0.457205
1,13,0.443479
1,14,0.495882
1,15,0.458401
2,1,0.486720
2,2,0.457967
2,3,0.451039
2,4,0.449878
2,5,0.506892
2,6,0.527346
2,7,0.525960
2,8,0.527275
2,9,0.460168
2,10,0.457597
2,11,0.454092
2,12,0.493846
2,13,0.499978
2,14,0.522163
2,15,0.529150
3,1,0.518766
3,2,0.456442
3,3,0.464574
3,4,0.459078
3,5,0.445991
3,6,0.490177
3,7,0.457599
3,8,0.449349
3,9,0.445610
3,10,0.451549
3,11,0.501486
3,12,0.493469
3,13,0.459777
3,14,0.454924
3,15,0.454520
4,1,0.497142
4,2,0.515932
4,3,0.519938
4,4,0.522680
4,5,0.527114
4,6,0.518622
4,7,0.527730
4,8,0.535491
4,9,0.521581
4,10,0.451314
4,11,0.445503
4,12,0.454859
4,13,0.489814
4,14,0.531999
4,15,0.531603
5,1,0.454172
5,2,0.451181
5,3,0.458915
5,4,0.461923
5,5,0.448595
5,6,0.495840
5,7,0.458130
5,8,0.482901
5,9,0.461550
5,10,0.452427
5,11,0.454123
5,12,0.493557
5,13,0.492618
5,14,0.450637
5,15,0.445221
6,1,0.453773
6,2,0.472640
6,3,0.491644
6,4,0.457228
6,5,0.455231
6,6,0.449031
6,7,0.489479
6,8,0.501898
6,9,0.461283
6,10,0.462159
6,11,0.463896
6,12,0.448795
6,13,0.457134
6,14,0.447069
6,15,0.456486
7,1,0.455128
7,2,0.463647
7,3,0.520588
7,4,0.460768
7,5,0.455771
7,6,0.447284
