episode,episodic_reward
0,3.996191
1,4.178869
2,3.964969
3,3.989134
4,4.089457
5,4.058935
6,4.119720
7,4.343704
8,4.343092
9,3.728546
10,4.352218
11,4.134536
12,4.249001
13,4.090935
14,3.669977
15,4.011212
16,4.291026
17,4.221135
18,4.352729
19,4.324437
20,4.119817
21,4.246255
22,4.253203
23,4.040675
24,4.451219
25,4.210719
26,4.297601
27,3.905748
28,3.954554
29,4.356466
30,4.188391
31,4.138968
32,4.263479
33,4.121574
34,4.204965
35,4.147638
36,3.785409
37,3.936758
38,3.781814
39,4.135087
40,4.218290
41,4.238352
42,4.271803
43,4.242485
44,4.299798
45,4.135972
46,4.387462
47,4.271830
48,4.364198
49,4.005351
50,4.217441
51,4.123435
52,4.116261
53,4.188583
54,3.949969
55,4.327802
56,4.168094
57,4.347244
58,4.044477
59,4.180861
60,4.319447
61,4.314096
62,4.049126
63,4.082015
64,4.109511
65,4.179147
66,3.875836
67,4.014397
68,4.312182
69,4.364399
70,4.254893
71,4.000646
72,4.191122
73,4.275660
74,4.242595
75,4.099087
76,4.328393
77,4.011569
78,4.322495
79,4.369829
80,4.127657
81,4.369481
82,4.309014
83,4.116282
84,3.925571
85,3.844287
86,4.188803
87,4.284699
88,4.267990
89,4.309010
90,4.224004
91,4.422798
92,4.077954
93,4.181243
94,4.200024
95,4.215523
96,4.223465
97,4.167695
98,4.189918
99,4.126784
100,4.317608
101,4.370969
102,4.083225
103,4.169289
104,4.263487
105,3.948237
106,4.129099
107,4.159996
108,3.767859
109,4.229071
110,3.949711
111,4.190256
112,4.408292
113,3.993165
114,4.406322
115,4.246418
116,4.166710
117,4.174723
118,4.319809
119,4.204342
120,4.121135
121,4.282975
122,4.196076
123,3.870583
124,4.083145
125,4.139111
126,4.385741
127,4.222189
128,3.859960
129,4.449581
130,4.321850
131,4.293616
132,4.065409
133,4.255783
134,4.394434
135,3.853750
136,4.119204
137,4.218022
138,4.224074
139,4.322251
140,4.161642
141,4.216815
142,4.408380
143,4.200191
144,4.238314
145,4.209810
146,4.415021
147,4.268678
148,3.893476
149,4.146647
150,4.122047
151,4.161521
152,4.311650
153,4.189506
154,4.229593
155,4.178001
156,4.219561
157,4.533979
158,4.270008
159,4.077616
160,4.275552
161,4.264643
162,4.357479
163,4.029190
164,4.486723
165,4.018840
166,4.221571
167,4.162736
168,3.944954
169,4.140683
170,4.124041
171,4.223995
172,4.393903
173,4.230647
