episode,step,reward
0,1,0.479353
0,2,0.511180
0,3,0.551058
0,4,0.537567
0,5,0.541589
0,6,0.534221
0,7,0.525622
0,8,0.502064
0,9,0.464451
0,10,0.314781
0,11,0.457194
0,12,0.458839
0,13,0.540846
0,14,0.482136
0,15,0.530752
1,1,0.479353
1,2,0.496331
1,3,0.549990
1,4,0.520813
1,5,0.464836
1,6,0.468069
1,7,0.461679
1,8,0.510385
1,9,0.473960
1,10,0.508937
1,11,0.485900
1,12,0.513434
1,13,0.519028
1,14,0.529465
1,15,0.496975
2,1,0.459058
2,2,0.528764
2,3,0.517521
2,4,0.535909
2,5,0.521476
2,6,0.501126
2,7,0.501014
2,8,0.435590
2,9,0.466472
2,10,0.434950
2,11,0.502155
2,12,0.462460
2,13,0.447825
2,14,0.453832
2,15,0.447552
3,1,0.477328
3,2,0.454495
3,3,0.452605
3,4,0.465632
3,5,0.554567
3,6,0.537571
3,7,0.576760
3,8,0.532282
3,9,0.537854
3,10,0.493297
3,11,0.543152
3,12,0.554669
3,13,0.535827
3,14,0.477627
3,15,0.469633
4,1,0.453592
4,2,0.469878
4,3,0.502595
4,4,0.534077
4,5,0.463652
4,6,0.467165
4,7,0.464246
4,8,0.451666
4,9,0.460827
4,10,0.505720
4,11,0.484496
4,12,0.470916
4,13,0.529714
4,14,0.434589
4,15,0.454053
5,1,0.431931
5,2,0.293216
5,3,0.462989
5,4,0.405085
5,5,0.462903
5,6,0.465562
5,7,0.444686
5,8,0.492503
5,9,0.475742
5,10,0.501405
5,11,0.455461
5,12,0.509449
5,13,0.554919
5,14,0.535686
5,15,0.530004
6,1,0.536505
6,2,0.538656
6,3,0.535243
6,4,0.548482
6,5,0.553153
6,6,0.508776
6,7,0.450736
6,8,0.537524
6,9,0.547988
6,10,0.497941
6,11,0.286981
6,12,0.485661
6,13,0.301973
6,14,0.469271
6,15,0.453426
7,1,0.534946
7,2,0.539167
7,3,0.532606
7,4,0.533869
7,5,0.508974
7,6,0.487535
7,7,0.435590
7,8,0.251032
7,9,0.495951
7,10,0.507091
7,11,0.534531
7,12,0.463912
7,13,0.448654
7,14,0.463702
7,15,0.489060
8,1,0.512435
8,2,0.552662
8,3,0.502064
8,4,0.513402
8,5,0.473895
8,6,0.481027
8,7,0.493193
8,8,0.439561
8,9,0.519457
8,10,0.574110
8,11,0.469689
8,12,0.479252
8,13,0.475648
8,14,0.461633
8,15,0.465688
9,1,0.432601
9,2,0.429244
9,3,0.479568
9,4,0.547988
9,5,0.521623
9,6,0.519287
9,7,0.457051
9,8,0.496702
9,9,0.451111
9,10,0.453575
9,11,0.423428
