episode,episodic_reward
0,4.258785
1,4.292033
2,4.196293
3,4.346650
4,4.217770
5,3.843781
6,4.335501
7,4.232960
8,4.209465
9,4.063471
10,3.890810
11,4.073966
12,3.864205
13,4.270514
14,3.968888
15,4.181623
16,4.191692
17,4.120038
18,4.197333
19,4.235917
20,4.208899
21,4.193180
22,4.205388
23,4.373477
24,4.245669
25,4.154975
26,4.064467
27,4.171399
28,4.018519
29,4.377156
30,3.870515
31,4.254743
32,4.138078
33,4.097936
34,4.012163
35,4.379418
36,4.368622
37,4.192144
38,4.086155
39,4.277483
40,4.422391
41,4.118055
42,4.437832
43,4.416958
44,4.195578
45,4.344978
46,4.368743
47,3.810351
48,4.014168
49,4.284510
50,4.349182
51,4.121419
52,4.061348
53,3.779964
54,4.091432
55,4.343058
56,3.781747
57,4.379817
58,4.043559
59,4.188166
60,4.239950
61,4.025731
62,4.298060
63,4.133735
64,4.154738
65,4.036074
66,4.128646
67,4.286788
68,3.853302
69,4.172839
70,3.933212
71,4.204650
72,4.125787
73,4.238338
74,4.370603
75,4.392389
76,4.245368
77,4.174787
78,4.167211
79,4.439752
80,4.051835
81,4.043534
82,4.164240
83,4.255811
84,4.187890
85,3.921646
86,3.913853
87,4.219538
88,4.374179
89,3.976377
90,4.260935
91,4.128755
92,4.022680
93,4.170324
94,4.097611
95,4.164711
96,4.120855
97,4.018947
98,4.262098
99,4.010575
100,4.229556
101,4.138252
102,3.862568
103,4.013794
104,4.373162
105,4.229880
106,3.997576
107,4.351517
108,4.241177
109,4.152961
110,4.225726
111,3.972053
112,4.186908
113,4.044889
114,4.247712
115,4.051763
116,4.363945
117,4.343152
118,4.221739
119,4.045792
120,4.303265
121,4.099016
122,3.955100
123,4.108110
124,4.190718
125,4.094699
126,4.104402
127,4.014697
128,4.027690
129,4.034232
130,4.186282
131,4.388484
132,4.027507
133,3.934353
134,4.295026
135,3.935563
136,4.147958
137,4.209055
138,4.300524
139,4.205071
140,4.091856
141,4.259605
142,3.881756
143,4.162523
144,3.926091
145,4.010285
146,4.123357
147,3.853803
148,4.114311
149,4.400700
150,3.790253
151,4.325345
152,4.169769
153,4.228490
154,4.326430
155,4.287406
156,4.226846
157,4.233128
158,4.230264
159,4.308842
160,3.745298
161,4.170179
162,4.218175
163,4.398736
164,4.324162
165,4.381961
166,4.122619
167,4.131603
168,4.076870
169,4.341840
170,3.966582
171,4.097972
172,4.264912
173,4.341872
174,3.999505
175,4.081664
176,4.107306
177,4.110723
178,4.392117
179,4.133536
180,4.298707
181,4.118105
182,4.124488
183,4.226258
184,4.037290
185,4.020685
186,3.977607
187,4.046598
188,4.215335
189,4.026013
190,3.952309
191,4.070370
192,3.890067
193,4.104108
194,4.008799
195,4.331485
196,4.340677
197,3.978328
198,3.963138
199,4.120496
200,4.197574
201,4.037388
202,4.093693
203,3.999565
204,4.305915
205,4.305188
206,4.190774
207,4.473162
208,4.000273
209,3.758368
210,4.012130
211,4.073219
212,4.010698
213,4.131393
214,4.278736
215,4.188855
216,3.964883
217,4.212010
218,4.283176
219,4.304245
220,3.956447
221,4.036514
222,4.154280
223,4.136652
224,4.246068
225,4.344505
226,4.128222
227,3.983929
